epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,10670.5,0.78367,0.57802,1.07036,0.81002,0.74004,0.81626,0.65363,0.77839,0.69996,1.16992,0.00208,0.00208,0.00208
162,10736.8,0.78522,0.58255,1.07232,0.80994,0.73502,0.81558,0.65348,0.77797,0.70056,1.16955,0.0020305,0.0020305,0.0020305
163,10802.9,0.77544,0.56878,1.06865,0.8113,0.73684,0.81532,0.6535,0.77811,0.70113,1.16982,0.001981,0.001981,0.001981
164,10869,0.77666,0.57005,1.0685,0.81275,0.73613,0.81554,0.65369,0.77899,0.70156,1.17077,0.0019315,0.0019315,0.0019315
165,10935.2,0.7686,0.56592,1.06623,0.81078,0.73755,0.81517,0.65341,0.77864,0.70166,1.17081,0.001882,0.001882,0.001882
166,11001.4,0.77624,0.5761,1.06823,0.81246,0.73791,0.81496,0.65365,0.77841,0.70185,1.17106,0.0018325,0.0018325,0.0018325
167,11067.8,0.76842,0.57236,1.06319,0.81429,0.73753,0.81551,0.65375,0.77848,0.7023,1.17126,0.001783,0.001783,0.001783
168,11134,0.76971,0.57022,1.06698,0.81541,0.73677,0.81609,0.65425,0.77886,0.70368,1.17129,0.0017335,0.0017335,0.0017335
169,11200.2,0.77063,0.56907,1.0674,0.81389,0.73718,0.81508,0.65373,0.77881,0.70437,1.17131,0.001684,0.001684,0.001684
170,11266.3,0.76651,0.56388,1.06139,0.81474,0.73662,0.81483,0.65319,0.77922,0.70529,1.17195,0.0016345,0.0016345,0.0016345
171,11332.6,0.76588,0.55932,1.06211,0.81345,0.73791,0.81445,0.653,0.77963,0.70665,1.17239,0.001585,0.001585,0.001585
172,11398.7,0.76582,0.55828,1.0625,0.81107,0.7372,0.81334,0.65278,0.77989,0.70749,1.17233,0.0015355,0.0015355,0.0015355
173,11464.9,0.76443,0.55837,1.05597,0.81113,0.73578,0.81287,0.6529,0.7804,0.70859,1.17288,0.001486,0.001486,0.001486
174,11531.2,0.76179,0.56032,1.06277,0.81235,0.73542,0.81285,0.65283,0.78089,0.70926,1.17347,0.0014365,0.0014365,0.0014365
175,11597.5,0.75926,0.55148,1.05599,0.81983,0.72688,0.8123,0.65267,0.78141,0.70986,1.17396,0.001387,0.001387,0.001387
176,11663.7,0.75725,0.55085,1.05464,0.81442,0.73349,0.81222,0.65247,0.78211,0.71011,1.17473,0.0013375,0.0013375,0.0013375
177,11729.8,0.75561,0.5507,1.05488,0.81601,0.73222,0.81196,0.6518,0.78225,0.70992,1.17533,0.001288,0.001288,0.001288
178,11795.9,0.75422,0.54748,1.05506,0.81998,0.73115,0.81153,0.65145,0.78315,0.71067,1.17621,0.0012385,0.0012385,0.0012385
